USC00015140          38R    30R    30R    31R    32R    17R    12R    17R    24R    34R    34R    50R
USC00015439          42S    33S    30S    29C    31S    20S    12S    16S    26S    39R    40C    44R
USC00015553          36R    29R    29R    30R    29R    18R    15R    20R    28R    45R    39R    42R
USC00015635          42S    31S    28S    30S    27S    20S    15S    21S    24S    37S    33S    47S
USC00016121          43S    29S    29R    33R    29R    19R    12R    20S    26S    40S    35R    45R
USC00016129          41S    31S    33R    34R    33R    20R    15R    17R    25R    43S    40R    46S
USC00016478          37S    31S    31S    33S    33S    20S    13S    21S    27S    45S    38S    42S
USC00016988          44S    32S    34S    31S    29S    20S    13S    19S    23S    40S    39S    49S
USC00017020          38R    31R    28R    29R    29R    17R    11R    16R    22R    34R    34R    42R
USC00017025          39R    33R    27R    32R    36R    18R    14R    25R    28R    42R    41R    43R
USC00017131          44R    34R    32R    30R    35R    25S    14R    24R    27R    41R    41R    52R
USC00017157          45R    41S    27R    37R    31R    22R    17R    27R    34S    40R    35S    45S
USC00017207          44C    29C    28C    31S    27S    15C    11C    21C    25S    37C    34C    45S
USC00017304          43S    31C    34S    31C    35R    24S    20S    26S    29S    41S    34S    48S
USC00017366          39R    34S    29R    28S    28S    19S    15C    22C    26S    35R    35R    48R
USC00017999          42S    33S    30S    33S    32S    25S    17S    23S    28S    50S    41S    45S
USC00018024          38S    28S    31S    30S    31S    22S    20S    20S    26S    42S    34S    46S
USC00018178          40S    31S    29S    31S    26S    17S    10C    16S    24C    35S    33C    44C
USC00018209          41S    28S    31S    30C    28S    19C    14S    20C    30S    34S    41S    47S
USC00018323          39S    33S    31S    28S    28R    14R    11S    17S    23S    37S    36S    43S
USC00018380          38C    30C    30S    31C    29S    22S    14S    20S    25S    42S    34S    43C
USC00018438          40C    33S    33C    30C    32C    18C    14C    17C    25S    41C    41C    44S
USC00018469          48S    30S    33S    32S    36S    21S    15S    21S    28S    45S    37S    46S
USC00018517          45R    34S    33S    40S    38S    28S    17S    26S    33R    45R    36R    47R
USC00018867          45R    37R    31R    37R    33R    23R    16R    19R    28R    48R    37R    48R
USC00018998          47R    33R    28R    32S    29S    21C    16S    22S    28R    45R    38R    45R
USC00020060          24R    22R    20R    30R    33R    30R    25R    16R    25R    27R    24R    19R
USC00020100          25C    27C    21C    26C    28C    27S    28C    18S    26S    22S    23S    22S
USC00020159          32S    37R    19S    19S    21S    27S    23S    19S    24S    22R    20S    30R
USC00020287          29S    31S    23S    29S    28S    34S    18S    17S    27S    31S    29S    28S
USC00020288          24R    26R    24R    29R    27R    25R    19R    14R    21R    25R    29R    19R
USC00020586          19R    27R    25R    33R    32R    25R    25R    16R    19R    26R    28R    24R
USC00020632          15R    22R    30R    29R    32R    31R    27R    21R    27R    31R    30R    17R
USC00020670          23R    21R    26R    22R    18R    22R    18R    22R    24R    27R    22R    26R
USC00020672          30S    30S    30R    28S    35S    32R    32R    29R    28R    31R    32R    27S
USC00020678          38R    32R    18R    15R    24R    30R    35R    25R    14R    29R    22R    35R
USC00020683          27R    28R    22R    25R    23R    33R    21R    15R    17R    19R    22R    24R
USC00020750          38S    28S    29S    32S    30S    31S    23S    20S    26S    34S    34S    29S
USC00020775          18R    23R    22R    21R    23R    27R    14R    14R    19R    22R    28R    19R
USC00020808          29R    29R    27S    23S    21S    24S    17S    16S    24S    27S    29S    28S
USC00020871          26R    33R    24R    24R    26S    26S    20S    16S    22S    27R    17R    27R
USC00020949          27S    29S    24S    25S    26S    23S    27S    18S    28S    28S    25S    25S
USC00020958          20S    25S    22S    31S    27S    37S    18S    16S    21S    22S    20S    17S
USC00021001          28S    29R    22R    26R    25R    24S    21S    16S    18S    22S    34R    26R
USC00021026          28R    36R    21R    30R    29R    23R    22R    18R    25R    31R    24R    32R
USC00021050          24S    21S    27S    26S    28S    21S    28S    23S    26S    23C    33S    24S
USC00021169          18R    51R    32R    29R    25R    24R    22R    17R    20R    23R    35R    37R
USC00021231          29S    24S    21S    22S    22S    29S    13S    16S    19S    17S    23S    21S
USC00021248          41S    31S    23S    25S    23S    23S    19S    16S    25S    22S    22S    36S
USC00021282          23R    25R    31S    28S    30S    24S    20S    16R    23R    21R    30R    20R
USC00021306          26R    27R    25R    27R    32R    29R    23R    18R    29R    28R    30R    22R
USC00021314          27S    28S    31S    29S    32S    34S    25S    20S    29S    32S    28S    22S
USC00021330          28S    32S    23S    28S    26S    30S    23S    19S    25S    25S    28S    26S
USC00021353          22S    23S    22S    29S    29S    28S    22S    17S    17S    26S    28S    20S
USC00021514          24R    26R    29R    33S    29R    24R    17R    17R    30R    22R    28R    18R
USC00021574          39R    24R    27R    24R    29R    27R    18R    15R    21R    23R    20R    26R
USC00021614          25R    25R    18R    21R    26R    28R    24R    19R    26R    24R    21R    16R
USC00021664          21R    26R    24S    27R    32R    22R    11R    12R    18R    18R    24R    20R
USC00021849          29R    29R    23R    30R    25R    33R    22R    24R    24R    14R    28R    22R
USC00021920          32S    28S    24R    25S    29S    23S    23S    15S    24R    27S    26S    31S
USC00022109          21S    24S    21S    28S    30S    28S    24S    21S    25S    28S    30S    20S
USC00022140          21C    25C    22C    22S    21C    22C     9S    12S    17C    17S    24S    19S
USC00022329          27R    18R    20R    20R    22R    29R    18R    12R    18R    23R    14R    19R
USC00022434          25R    24R    25S    24S    26R    26R    32R    23R    30R    23R    23R    22R
USC00022527          26R    26R    22R    24R    25R    18R    21R    21R    20R    23R    23R    26R
USC00022659          24R    25R    22R    22R    28R    30R    11R    15R    21R    24R    20R    25R
USC00022754          36S    33S    26C    27S    29C    35C    24C    16C    29S    29S    28S    32S
USC00022790          24S    25S    24S    30S    27R    25S    19R    20S    28R    28R    23S    20S
USC00022807          27R    28R    23R    33R    28R    28R    25R    21R    32R    27R    30R    21R
USC00023009          46R    36R    24R    20R    19R    26R    30R    20R    23R    28R    23R    40R
USC00023027          22R    30R    27R    32R    31R    26R    19R    16R    26R    24R    25R    19R
USC00023150          35S    33C    25C    35C    31S    36S    21S    15S    27S    27S    25S    25S
USC00023160          34S    39S    25S    21S    22S    25S    30C    21S    24S    24S    26S    41S
USC00023190          25S    23S    25S    28S    28S    33S    29S    20S    25S    24S    29S    17S
USC00023303          43R    36R    23R    27R    25R    24R    27R    11R    27R    29R    25R    33R
USC00023393          29C    28C    23S    23S    27C    27C    26C    19C    24C    29C    26C    23S
USC00023505          17R    17R    21R    22R    27R    33R    24R    16R    28R    23R    34R    16R
USC00023596          33S    34S    22S    21S    29S    22S    23S    15S    25S    31S    31S    34S
USC00023668          18R    20R    23R    19R    24R    26R    14R    11R    22R     7R    31R    16R
USC00023683          32S    30S    24S    23S    20S    20S    15S    16S    22S    19S    27S    27S
USC00023828          21R    34R    28R    27S    26S    28S    25R    18S    21S    24R    27R    32R
USC00024053          31R    34R    23R    22R    24R    27R    38R    18R    31R    29R    20R    27R
USC00024089          36C    35S    24S    31S    26S    23S    23S    16S    25S    24S    23S    36S
USC00024453          28S    27S    30S    34S    32S    25S    17S    15S    20S    29S    34S    26S
USC00024586          36R    38R    24R    23R    27R    21R    25R    15R    29R    28R    34R    36R
USC00024645          22R    25R    26R    30R    23R    26R    20R    10R    23R    25R    20R    20R
USC00024675          32S    31S    33S    39S    32S    25S    16S    15S    19R    27R    31R    29S
USC00024686          42R    55R    24R    31R    25R    18R    12R    15R    20R    24R    19R    28R
USC00024702          26S    28S    34S    33S    32S    25S    20S    19S    25S    32S    35S    22S
USC00024759          21R    25R    18R    21R    25R    15R    18R    16R    22R    18R    13R    20R
USC00024761          20R    21R    23R    27R    31R    26R    21R    20R    31R    26R    20R    13R
USC00024829          25S    25R    19R    27S    28S    32S    24S    17S    29R    23S    28S    19S
USC00024849          28R    29R    28R    32R    24R    23R    26R    25R    20R    27R    24R    33R
USC00024977          23R    25R    21R    23R    32R    27R    27R    22R    33R    26R    26R    19R
USC00025129          40R    34R    24R    26R    25R    22R    15R    12R    22R    26R    28R    30R
USC00025270          30C    28C    23C    26C    29C    28C    26C    20C    30C    28C    24C    27C
USC00025412          31S    29S    21C    24S    24C    27C    18S    16C    24S    24S    27S    27S
USC00025512          21S    22S    22S    26S    28S    28S    18S    14S    22S    24S    28S    16S
USC00025635          27S    31S    22S    22S    22S    24S    25S    16S    22S    28S    23S    28S
USC00025665          38R    31R    27R    35R    36R    34R    19R    19R    18R    25R    25R    29R
USC00025700          22R    19R    32R    31R    24R    30R    20R     9R    20R    28R    18R    17R
USC00025780          32R    42R    23R    21R    22R    24R    27R    21R    24R    24R    23R    34R
USC00025924          33S    31S    25S    21S    27S    37S    20S    16S    25S    27S    26S    25S
USC00026037          24R    26R    22S    25R    26S    22S    18S    15S    20S    24S    25S    22S
USC00026119          23C    25C    25C    30C    31S    30S    21S    16R    23S    27S    30S    19S
USC00026132          20S    21S    26S    26S    28S    30S    19S    16S    24S    25S    26S    15S
USC00026180          31S    23S    22S    30S    26S    24S    21S    16S    19S    25S    19S    29S
USC00026250          21R    27S    26R    30R    29R    38R    36R    32R    29R    27R    23R    22R
USC00026353          27R    25R    20R    25R    25R    28R    17R    15R    21R    30R    20R    23R
USC00026468          36C    31C    25C    28S    28C    25C    24C    17C    25C    26S    20C    35S
USC00026471          22S    21S    23S    31S    28S    24S    25S    21S    23S    22S    22S    21S
USC00026513          22R    23R    24R    29R    32R    26R    20R    16R    24R    24R    30R    16R
USC00026597          30R    28R    19R    22R    19R    25R    13R    16R    23R    20R    18R    29R
USC00026616          33S    31S    28S    25S    26S    24C    27S    16S    25S    25S    26S    29S
USC00026653          29R    35S    26S    23S    26R    26S    28S    19S    23S    29S    22S    24R
USC00026716          22S    24C    17C    18S    17C    27S    13S    15S    21S    21S    22S    27S
USC00026796          26S    26S    22R    27S    29S    29S    23S    17S    23S    27S    22S    26S
USC00026840          24R    26R    20R    29S    29S    31S    25S    16R    24R    33R    25R    16R
USC00026865          27R    26R    26R    30R    32R    22R    22R    20R    31R    30R    25R    21R
USC00027281          19S    23S    22S    27S    25S    24S    22S    18S    22S    25S    24S    16S
USC00027370          28R    28R    25R    39R    38S    35R    30R    25R    37R    30R    22R    20R
USC00027390          31S    30S    22C    24C    25C    31C    22C    16C    25C    24C    26S    23S
USC00027435          27S    36C    26C    30C    26S    26C    21C    15C    22C    25C    19S    32C
USC00027480          22R    26S    22R    28R    28R    30R    22R    18R    28R    28R    26R    21S
USC00027488          42S    34S    31S    28R    28S    26S    24S    19S    22S    24S    37S    36S
USC00027560          23R    27R    23R    24R    29R    31R    21R    15R    25R    30R    24R    25R
USC00027593          24S    29R    31S    32R    27S    25R    15S    16R    19S    24R    32R    18R
USC00027619          20S    24S    27S    24C    24S    30S    15S    16S    21S    18S    25R    16S
USC00027625          30R    34R    23R    20R    30R    29R    20R    17R    23R    24R    19R    21R
USC00027708          29S    30S    27S    26S    30S    23S    23S    17S    25S    28S    35S    28S
USC00027716          28S    28S    25S    25S    27S    25S    27S    19S    24S    26S    23S    31S
USC00027855          33S    28S    21C    24C    27C    26S    17C    19C    23C    21C    24S    29S
USC00027880          20R    23R    24S    25R    21R    28R    14R    16R    23R    17R    21R    21R
USC00028012          34C    32C    20C    24C    23C    25C    23C    19C    24C    24C    21C    32C
USC00028018          31R    26R    16R    22R    32R    26R    22R    16R    21R    25R    20R    32R
USC00028112          24S    23S    25S    26S    31S    28R    26R    18R    31R    32R    26R    20R
USC00028162          34S    32S    19S    27S    21S    25S    19S    20S    27S    25S    24S    33R
USC00028214          28S    30S    29S    33S    28R    31R    21S    17R    25S    23R    26R    21R
USC00028329          43S    28S    24S    24S    18S    24S    21S    19S    28S    23S    19S    46S
USC00028348          33R    23R    32R    29R    24R    25R    24R    16R    28R    26R    34R    25R
USC00028396          31C    31C    24C    23C    27C    29C    29C    23C    29C    33C    25C    27C
USC00028468          42S    31S    29S    30S    27R    25S    18S    23S    25S    24S    19R    32S
USC00028499          22S    20S    23S    25S    27S    25S    23S    17S    25S    27S    28S    16S
USC00028516          25R    18R    18R    26R    30R    27R    24R    22R    23R    23R    24R    19R
USC00028619          21C    21C    23C    24C    22C    23C    15C    14C    20C    18C    30C    22S
USC00028641          24R    30R    26R    26R    28R    29R    23R    20R    39R    28R    17R    24R
USC00028792          30R    27R    20R    27R    28R    22R    22R    21R    28R    27R    24R    34R
USC00028795          23R    27S    25S    27S    27S    26S    19S    17S    25S    28R    28R    18R
USC00028796          24R    27R    22R    25R    25S    32S    18S    16S    24S    25R    23S    19S
USC00028800          31R    25R    20R    27R    24R    34R    15R    19R    21R    21R    32R    17R
USC00028815          25S    25S    23S    29S    26S    22S    18S    16S    21S    23S    29S    15S
USC00028817          23S    26S    24S    26S    27S    26S    17S    14S    22S    23S    24S    18S
USC00028865          28C    24S    24S    24S    24C    32C    17S    15S    22C    24C    23S    21S
USC00028904          22S    24R    20S    26S    26S    24S    20S    16S    22R    24R    25R    20R
USC00029114          30S    24S    23S    31S    27S    26S    26R    14S    20S    23S    20S    28S
USC00029158          26C    30S    25C    28C    28C    39S    33C    26C    32C    28C    27C    35C
USC00029271          26R    30R    24R    27S    28S    35S    25S    16S    27R    22R    21R    27R
USC00029287          26S    27S    22S    25S    34S    36S    36S    24S    31S    33S    27S    23S
USC00029309          28R    25R    22R    25R    31R    26R    33R    20R    30R    27R    33R    21R
USC00029334          31S    31S    23S    26S    28S    36S    23S    16S    26S    29S    23S    23S
USC00029359          27C    28C    25C    28S    28C    25C    18C    13C    20C    25C    29C    28C
USC00029376          21R    24S    20R    26R    26R    22S    26S    23R    20R    18R    22R    21R
USC00029410          30R    32R    21R    22R    22R    30R    16R    11R    21R    25R    20R    37R
USC00029542          30C    25S    27C    30C    27S    28S    22S    17S    20S    24C    25C    32C
USC00029634          23S    22S    22S    26S    27S    27S    24S    18S    27S    23S    26S    18S
USC00029645          22S    22S    28S    28S    31S    24S    23S    20S    28S    24S    25S    22S
USC00029652          21R    26R    17R    20R    33R    28R    23R    22R    32R    28R    21R    17R
USC00029656          22R    24R    23R    18R    20R    27R    25R    29R    33R    26R    19R    13R
USC00030064          41C    34S    27S    30S    31C    27C    20C    24S    25S    28S    30C    47S
USC00030130          33C    34C    30C    29C    26C    19C    16C    23C    21C    26C    31C    44C
USC00030220          33R    28R    30R    29R    27R    21S    16S    20S    28S    28S    26R    45R
USC00030240          40S    36S    33S    30S    25S    22S    17S    23S    23S    27S    30S    45S
USC00030458          40S    37S    31S    31S    29S    23S    18S    24S    26S    27S    30S    46S
USC00030460          41S    39S    29S    32R    32R    25S    17S    23S    27S    29R    29S    48R
USC00030536          42S    38S    30S    28C    32C    24S    15S    22C    29C    29C    31S    45S
USC00030582          37S    31R    33S    33S    26S    24S    16S    27S    27S    31S    32S    46S
USC00030586          38R    38R    34R    33R    29R    24R    19R    24R    28R    32R    35R    48R
USC00030764          37S    29S    30S    30S    26R    22S    15S    24S    29S    34R    34S    46S
USC00030798          33S    32S    30S    31S    27S    24S    18S    28S    25S    29S    31S    43S
USC00030806          44C    38C    28C    31C    27C    20C    14C    22S    22S    28S    29S    50C
USC00030832          36S    36S    29S    32S    26S    23S    24S    32S    27S    29S    33S    43S
