USC00021050          32S    30S    44S    36S    37S    29S    21S    20S    25S    35C    37S    28S
USC00021169          38R    32R    32R    30R    32R    30R    24R    20R    19R    30R    28R    48R
USC00021231          38S    35S    31S    33S    31S    24S    25S    19S    24S    27S    35S    32S
USC00021248          53S    37S    37S    37S    35S    31C    28C    21S    25S    34C    40S    45S
USC00021282          33R    35R    41R    34R    33S    28S    21S    20R    28R    35R    40R    25R
USC00021306          31R    34R    39R    35R    34R    22R    22R    16R    23R    32R    39R    30R
USC00021314          35S    35S    37S    35S    30S    24S    20S    19S    22S    32S    41S    28S
USC00021330          36S    36S    35S    33S    26S    22S    23S    20S    23S    34S    40S    28S
USC00021353          33S    39S    38S    36S    37S    31C    20S    19S    26S    33S    42C    29S
USC00021514          32R    34R    38R    33S    28R    24R    20R    18R    22R    25R    36R    29R
USC00021574          35R    36R    38R    38R    35R    31R    20R    20R    25R    33R    43R    33R
USC00021614          35R    41R    43R    40R    36R    31R    23R    22R    27R    37R    44R    36R
USC00021664          39R    32R    27S    29R    27R    23R    28R    25R    25R    30R    35R    34R
USC00021849          41R    38R    37R    40R    31R    28R    25R    27R    26R    31R    41R    27R
USC00021920          39R    37R    43R    40S    36S    30S    27S    18S    26R    38S    44S    39S
USC00022109          38C    38C    41C    39C    34C    31C    21C    21S    27C    36S    44C    32C
USC00022140          40C    34C    31C    32S    32C    24C    26S    20S    22C    29S    36S    32S
USC00022329          40R    39R    40R    33R    34R    29R    25R    16R    29R    40R    34R    31R
USC00022434          33R    36S    36R    31R    32R    30R    23R    20R    26R    34R    39R    28R
USC00022527          36R    39R    42R    35R    44R    35R    27R    19R    28R    41R    50R    36R
USC00022659          42R    35R    29R    30R    25R    23R    21R    18R    20R    32R    38R    30R
USC00022754          35S    35S    31S    34S    30S    25S    25C    24S    26S    35S    37S    27S
USC00022790          32S    29S    35S    34S    33R    28S    19R    19S    27S    30R    36S    27S
USC00022807          31R    33R    42R    36R    33R    29R    26R    24R    28R    31R    35R    30R
USC00023009          39R    37R    42R    42R    40R    34R    27R    20R    28R    41R    46R    35R
USC00023027          38S    35R    38S    34S    31S    25S    20S    16S    26S    34S    42S    27S
USC00023150          33S    34C    36C    32C    29C    21C    25C    20S    24S    29S    38S    28S
USC00023160          33S    37S    44S    46S    44S    37S    28C    25S    29S    40S    51S    35S
USC00023190          35S    35S    43S    36S    34S    26S    21S    18S    26S    36S    46S    34S
USC00023303          48R    41R    42R    43R    38R    32R    23R    19R    28R    32R    41R    39R
USC00023393          29C    32C    38C    33C    31C    26C    18S    19C    24C    32C    40C    28S
USC00023505          34R    34R    37R    34R    30R    25R    20R    23R    22R    37R    34R    34R
USC00023596          37S    36S    42S    40S    41S    35S    30S    26S    27S    44S    47S    37S
USC00023668          41R    36R    39R    30R    30R    20R    22R    22R    19R    23R    41R    32R
USC00023683          32S    36S    32S    32S    30S    25S    21C    22S    25S    35S    44S    27S
USC00023828          38R    31R    46R    46R    40R    34S    31R    30S    30S    44R    46R    34R
USC00024053          32R    27R    41R    40R    42R    29R    19R    26R    27R    33R    40R    29R
USC00024089          51C    36S    36S    36S    32S    28S    23S    23S    25S    37S    40S    42S
USC00024453          36S    36S    40S    38S    38S    31S    26S    24S    30S    32S    37S    30S
USC00024586          45R    32R    36R    41R    38R    29R    21R    16R    24R    33R    27R    36R
USC00024645          34R    25R    42R    37R    33R    25R    24R    21R    22R    36R    39R    26R
USC00024675          37S    36S    37S    36S    30S    26S    26S    20S    34R    30R    41R    34S
USC00024686          48R    35R    38R    36R    34R    30R    20R    21R    29R    32R    45R    35R
USC00024702          35C    36C    40C    37C    35C    31S    19C    19S    26S    34C    41C    30C
USC00024759          32R    33R    41R    39R    31R    25R    16R    20R    25R    37R    43R    26R
USC00024761          32R    28R    40R    39R    36R    29R    24R    20R    33R    35R    34R    24R
USC00024829          29S    34S    40S    35S    32S    29S    28S    25S    28S    31S    37S    27S
USC00024849          37R    36R    40R    43R    34R    34R    25R    25R    24R    34R    32R    28R
USC00024977          31R    35R    38R    36R    33R    25R    20R    19R    26R    34R    40R    24R
USC00025129          45R    33R    37R    41R    33R    29R    24R    19R    24R    35R    47R    33R
USC00025270          32C    34C    40C    34C    30C    24C    20C    19C    25C    32C    40C    30C
USC00025412          39S    37S    39C    38S    34C    29C    24S    19C    25S    31S    45S    31S
USC00025512          38S    35S    39S    33S    30S    24S    19S    18R    25S    34S    42S    32S
USC00025635          31S    40S    44S    42S    34S    31S    27S    21S    29S    34S    39S    30S
USC00025665          50S    35S    36R    37R    32R    30R    24R    20R    26R    39R    39R    41R
USC00025700          26R    30R    37R    37R    31R    26R    16R    22R    23R    43R    38R    25R
USC00025780          38R    39R    43R    42R    37R    33R    27R    22R    29R    34R    44R    32R
USC00025924          37C    33S    33S    31S    30S    25S    24S    20S    23S    29S    37S    33S
